name,H3k27ac_E,Ctcf_E,H3k4me2_E,DNaseI_E,H3k4me3_E,H3k79me2_E,H3k9ac_E,H3k36me3_E,H4k20me1_E,H3k27me3_E,H3k4me1_E,H3k27me3_P,Ctcf_P,H3k27ac_P,H3k79me2_P,H3k36me3_P,H3k9ac_P,H3k4me1_P,H4k20me1_P,H3k4me2_P,H3k4me3_P,DNaseI_P,corr,distance,css,label
chr1_858256_858648-chr1_522009_523109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4073585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,335147,0.0,1
chr1_2231691_2232185-chr1_2425818_2426918,12.347356,2.0324150000000003,8.041907,26.0,8.1886425,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37362637362637363,193633,2.31,1
chr1_3581269_3581645-chr1_2309699_2310799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,1270470,0.48,1
chr1_2221868_2222548-chr1_917397_918497,17.999736,8.445765,8.555139,119.5,9.515644,19.443424,9.846811,2.423616,2.764168,0.0,8.478064,2.3172349999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01098901098901095,1303371,0.46,1
chr1_3232812_3232866-chr1_1343476_1344576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.476536999999999,9.921762,9.943745,3.38975,24.203705,9.62055,0.0,9.975552,23.092319,0.0,0.7142857142857143,1888236,0.0,1
chr1_3233109_3233475-chr1_1284630_1285730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.954117999999998,5.126379,6.25381,2.217135,7.2372130000000015,5.873298999999999,0.0,9.9012915,10.103404,102.33333333333331,-0.15384615384615374,1947379,0.0,1
chr1_3237165_3237518-chr1_1980909_1982009,0.0,29.284521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.686528,11.006979,0.0,0.0,0.0,0.0,0.0,0.0,12.222961999999999,12.885494,0.0,0.1648351648351648,1255156,0.48,1
chr1_2772559_2772713-chr1_2115728_2116828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,655731,1.58,1
chr1_1793829_1793862-chr1_894967_896067,0.0,0.0,0.0,0.0,0.0,16.996735,0.0,3.613637,3.6210839999999997,0.0,5.967957999999999,0.0,0.0,0.0,8.944195,2.402607,9.460166000000001,0.0,0.0,10.0738965,15.577739999999999,55.75,-0.15384615384615374,897762,0.02,1
chr1_956563_956812-chr1_1284630_1285730,0.0,0.0,9.550403,74.0,9.637508,0.0,9.514723,0.0,0.0,0.0,10.435428,0.0,16.954117999999998,5.126379,6.25381,2.217135,7.2372130000000015,5.873298999999999,0.0,9.9012915,10.103404,102.33333333333331,-0.3131868131868132,327818,0.0,1
chr1_941791_942135-chr1_1333902_1335002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3172349999999997,0.0,0.0,29.239653000000004,8.443188000000001,9.943745,4.804345,23.931088,7.686486,2.0623669999999996,13.834271,30.339009000000004,134.5,-0.1208791208791209,391767,0.02,1
chr1_2231691_2232185-chr1_2322267_2323367,12.347356,2.0324150000000003,8.041907,26.0,8.1886425,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,0.0,0.0,13.091972,8.240642,3.311289,27.44020900000001,11.141153,1.650927,12.810428,20.72053,224.5,0.34065934065934067,90082,0.48,1
chr1_1814762_1815124-chr1_563442_564542,9.9915305,0.0,0.0,16.0,0.0,16.996735,0.0,3.613637,3.6210839999999997,0.0,12.642277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7417582417582418,1250220,0.0,1
chr1_1772108_1772256-chr1_1209603_1210703,0.0,0.0,0.0,0.0,0.0,16.996735,0.0,3.613637,7.723891,0.0,0.0,0.0,0.0,15.786864000000001,10.354766,2.959582,24.918944,5.3868184999999995,1.7459209999999998,11.698472,20.3889,27.0,0.1648351648351648,561405,0.0,1
chr1_1714020_1714715-chr1_379367_380467,7.10977,2.013776,7.953164,38.333333333333336,7.4596,16.996735,5.200075,3.613637,3.6210839999999997,0.0,6.307373999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923073,1333553,0.0,1
chr1_2246556_2246763-chr1_1509355_1510455,0.0,11.528645,0.0,137.0,0.0,19.443424,7.234244,2.423616,0.0,0.0,0.0,0.0,17.98302,28.637201,15.228657,2.4666639999999997,48.749852000000004,11.232142999999999,2.15271,15.907195000000002,37.791971000000004,105.33333333333331,-0.13186813186813184,736101,1.85,1
chr1_2177615_2177829-chr1_325096_326196,11.081985000000001,0.0,13.03969,0.0,7.013793,19.443424,9.146594,2.420665,2.764168,0.0,5.078678999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,1851419,0.0,1
chr1_1014834_1015095-chr1_2284159_2285259,7.447241,0.0,11.790187,90.0,4.90876,0.0,13.230414000000001,0.0,0.0,0.0,7.193385000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08241758241758246,1269064,0.48,1
chr1_2574343_2574764-chr1_2729157_2730257,14.822606,9.712864999999999,12.512499,182.0,14.300405,0.0,27.517390000000002,0.0,0.0,0.0,4.167301999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2142857142857142,154393,0.0,1
chr1_918449_918555-chr1_1935176_1936276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3172349999999997,0.0,7.580267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,-0.11538461538461542,1016621,0.0,1
chr1_3459907_3460197-chr1_2511999_2513099,3.0887290000000003,0.0,4.824853,61.0,0.0,0.0,8.982213,0.0,0.0,0.0,4.999807,0.0,0.0,9.673910000000001,0.0,0.0,10.831491999999999,9.931911,0.0,9.362773,5.3482815000000015,46.0,0.6923076923076923,946808,0.0,1
chr1_3594206_3594277-chr1_1850612_1851712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7716709999999996,9.018046,0.0,5.383693,7.676664,335.0,-0.16483516483516492,1742494,0.0,1
chr1_2177615_2177829-chr1_2258032_2259132,11.081985000000001,0.0,13.03969,0.0,7.013793,19.443424,9.146594,2.420665,2.764168,0.0,5.078678999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5879120879120879,80203,0.48,1
chr1_1295535_1296332-chr1_1149418_1150518,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2072,0.0,0.0,1.813305,0.0,2.5251930000000002,0.0,6.754872,0.0,0.0,0.0,0.0,0.20329670329670335,145017,0.48,1
chr1_1772108_1772256-chr1_1343476_1344576,0.0,0.0,0.0,0.0,0.0,16.996735,0.0,3.613637,7.723891,0.0,0.0,0.0,12.476536999999999,9.921762,9.943745,3.38975,24.203705,9.62055,0.0,9.975552,23.092319,0.0,0.7142857142857143,427532,0.0,1
chr1_3594206_3594277-chr1_1669027_1670127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8131868131868132,1924079,0.0,1
chr1_1060905_1061095-chr1_917397_918497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3172349999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34065934065934067,142408,0.46,1
chr1_3133891_3134283-chr1_1602429_1603529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.066296,0.0,0.0,3.880584,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1530362,0.0,1
chr1_2177615_2177829-chr1_1499804_1500904,11.081985000000001,0.0,13.03969,0.0,7.013793,19.443424,9.146594,2.420665,2.764168,0.0,5.078678999999998,0.0,0.0,0.0,15.228657,2.4666639999999997,0.0,0.0,5.447274999999999,0.0,0.0,0.0,0.5384615384615384,676711,0.48,1
chr1_2501788_2502413-chr1_2486078_2487178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.112831,8.618652,2.659418,0.0,9.020164999999999,8.888785,0.0,7.7602,4.978242,46.33333333333334,0.17582417582417587,14610,0.0,1
chr1_1014834_1015095-chr1_325096_326196,7.447241,0.0,11.790187,90.0,4.90876,0.0,13.230414000000001,0.0,0.0,0.0,7.193385000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08241758241758246,688638,0.0,1
chr1_2254081_2254230-chr1_1167311_1168411,4.5902080000000005,7.559031,7.752338000000001,44.0,4.331258,0.0,14.418315,0.0,0.0,0.0,6.64347,0.0,0.0,13.106978,9.514375999999999,2.5251930000000002,40.498191,0.0,0.0,13.250689000000001,33.419962500000004,237.0,-0.0934065934065933,1085670,2.29,1
chr1_1173386_1173736-chr1_460380_461480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5251930000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005494505494505475,711906,0.0,1
chr1_3233109_3233475-chr1_2309699_2310799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8846153846153846,922310,0.46,1
chr1_3111769_3111989-chr1_1711796_1712896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.013776,0.0,16.996735,3.613637,0.0,6.307373999999999,3.6210839999999997,0.0,0.0,0.0,0.1208791208791209,1398873,3.01,1
chr1_2406489_2406881-chr1_1284630_1285730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.954117999999998,5.126379,6.25381,2.217135,7.2372130000000015,5.873298999999999,0.0,9.9012915,10.103404,102.33333333333331,-0.32417582417582413,1120759,0.0,1
chr1_1063914_1064111-chr1_10869_11969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7527472527472527,1051945,0.0,1
chr1_956563_956812-chr1_1333902_1335002,0.0,0.0,9.550403,74.0,9.637508,0.0,9.514723,0.0,0.0,0.0,10.435428,0.0,29.239653000000004,8.443188000000001,9.943745,4.804345,23.931088,7.686486,2.0623669999999996,13.834271,30.339009000000004,134.5,-0.016483516483516425,377090,0.48,1
chr1_1136075_1136463-chr1_2511999_2513099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.673910000000001,0.0,0.0,10.831491999999999,9.931911,0.0,9.362773,5.3482815000000015,46.0,0.4725274725274725,1375536,0.0,1
chr1_2253622_2253773-chr1_845815_846915,4.5902080000000005,2.0324150000000003,12.397827000000001,102.0,4.331258,0.0,14.418315,0.0,0.0,0.0,0.0,6.1043555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8021978021978022,1406707,0.0,1
chr1_2171824_2171946-chr1_848551_849651,4.6817150000000005,2.2124040000000003,0.0,0.0,0.0,19.443424,0.0,2.420665,2.764168,0.0,4.52117,3.241933,14.545835999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2362637362637363,1322173,0.0,1
chr1_1978731_1978937-chr1_3527959_3529059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.686528,0.0,0.0,6.094526999999999,0.0,0.0,0.0,4.2336290000000005,8.659928,0.0,6.414105,11.4239045,65.66666666666667,-0.11538461538461542,1549022,0.0,1
chr1_3111769_3111989-chr1_1244889_1245989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.672343,2.217135,12.560297,8.635183999999999,0.0,9.972016,13.907986,0.0,0.0494505494505495,1865780,1.56,1
chr1_1143531_1144198-chr1_948473_949573,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2.5251930000000002,0.0,0.0,0.0,0.0,0.0,14.968734,5.452582,0.0,22.657714000000002,8.450752999999999,0.0,13.024629,17.135617,86.0,0.5879120879120879,193958,0.02,1
chr1_2253622_2253773-chr1_609222_610322,4.5902080000000005,2.0324150000000003,12.397827000000001,102.0,4.331258,0.0,14.418315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22527472527472525,1643300,0.0,1
chr1_2162325_2162996-chr1_1214816_1215916,14.030707000000001,2.2124040000000003,15.848273,33.0,19.256972,19.443424,18.941778,2.420665,2.764168,0.0,7.221774000000001,0.0,0.0,0.0,0.0,0.0,0.0,3.231933,0.0,0.0,0.0,0.0,-0.1923076923076923,946409,0.02,1
chr1_2989176_2989511-chr1_2115728_2116828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.317907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6098901098901099,872348,2.31,1
chr1_1952050_1952360-chr1_1369853_1370953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.052112333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.528388499999998,0.0,5.431611,5.093225,32.5,-0.08241758241758235,581097,0.46,1
chr1_2171824_2171946-chr1_568076_569176,4.6817150000000005,2.2124040000000003,0.0,0.0,0.0,19.443424,0.0,2.420665,2.764168,0.0,4.52117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14835164835164838,1602648,0.0,1
chr1_3309990_3310261-chr1_3527959_3529059,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,7.599481,0.0,0.0,6.094526999999999,0.0,0.0,0.0,4.2336290000000005,8.659928,0.0,6.414105,11.4239045,65.66666666666667,0.13736263736263732,217698,0.0,1
chr1_2478276_2478817-chr1_1590373_1591473,8.079839,12.256718,6.787425999999999,160.0,7.8244940000000005,3.1753,14.926932999999998,0.0,0.0,0.0,7.672366999999999,0.0,17.336752666666666,21.5981905,0.0,0.0,32.033013000000004,0.0,0.0,3.7158010000000004,12.9879675,258.0,0.3846153846153846,886803,1.43,1
chr1_2501788_2502413-chr1_1342593_1343693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.107781999999998,9.921762,9.943745,3.38975,24.203705,9.62055,0.0,9.975552,23.092319,119.0,0.038461538461538436,1158095,0.02,1
chr1_1978731_1978937-chr1_137865_138965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.686528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17032967032967028,1839766,0.0,1
chr1_1714020_1714715-chr1_2424597_2425697,7.10977,2.013776,7.953164,38.333333333333336,7.4596,16.996735,5.200075,3.613637,3.6210839999999997,0.0,6.307373999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08791208791208793,709882,1.85,1
chr1_2574343_2574764-chr1_621953_623053,14.822606,9.712864999999999,12.512499,182.0,14.300405,0.0,27.517390000000002,0.0,0.0,0.0,4.167301999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2142857142857142,1951290,0.0,1
chr1_2230678_2230895-chr1_2294967_2296067,12.347356,2.0324150000000003,0.0,24.0,0.0,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,64072,0.02,1
chr1_3077832_3078221-chr1_2159134_2160234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2124040000000003,14.030707000000001,19.443424,2.420665,18.941778,7.221774000000001,2.764168,15.848273,19.256972,158.25,0.06593406593406592,917598,0.46,1
chr1_3229711_3230157-chr1_1590373_1591473,11.976280000000001,0.0,4.488236,129.0,0.0,0.0,5.117543,0.0,0.0,0.0,5.146609,0.0,17.336752666666666,21.5981905,0.0,0.0,32.033013000000004,0.0,0.0,3.7158010000000004,12.9879675,258.0,-0.29670329670329676,1638238,0.0,1
chr1_3136013_3136207-chr1_1343476_1344576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.476536999999999,9.921762,9.943745,3.38975,24.203705,9.62055,0.0,9.975552,23.092319,0.0,0.6043956043956045,1791437,0.0,1
chr1_3594206_3594277-chr1_2511999_2513099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.673910000000001,0.0,0.0,10.831491999999999,9.931911,0.0,9.362773,5.3482815000000015,46.0,0.2362637362637363,1081107,0.0,1
chr1_1093610_1093958-chr1_568756_569856,13.423648000000002,9.757832,13.638924,87.0,11.76639,0.0,18.670209,0.0,0.0,0.0,6.208074,0.0,14.323423000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9279.0,0.20329670329670335,523754,0.0,1
chr1_2171824_2171946-chr1_316720_317820,4.6817150000000005,2.2124040000000003,0.0,0.0,0.0,19.443424,0.0,2.420665,2.764168,0.0,4.52117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20879120879120883,1854004,0.0,1
chr1_3077832_3078221-chr1_1589786_1590886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.574139,30.804252,0.0,0.0,44.529469,0.0,0.0,4.364318,13.525449333333333,144.5,0.06593406593406592,1486946,0.0,1
chr1_1005293_1005547-chr1_848551_849651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.134783,3.241933,14.545835999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27472527472527475,155642,0.0,1
chr1_1295535_1296332-chr1_713906_715006,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2072,0.0,11.991191,9.763957000000001,0.0,0.0,24.331613,0.0,0.0,10.17465,13.293557999999999,212.0,0.2637362637362637,580529,0.0,1
chr1_1014834_1015095-chr1_1369241_1370341,7.447241,0.0,11.790187,90.0,4.90876,0.0,13.230414000000001,0.0,0.0,0.0,7.193385000000001,0.0,0.0,0.0,0.0,0.0,0.0,7.419296000000001,0.0,5.431611,0.0,38.66666666666666,-0.08241758241758235,354146,0.0,1
chr1_2509702_2510198-chr1_1354625_1355725,9.673910000000001,17.247445000000006,7.091900999999999,65.0,3.351515,0.0,10.538749000000001,0.0,0.0,0.0,10.539568,0.0,12.773889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,-0.35164835164835173,1153977,0.02,1
chr1_3077832_3078221-chr1_2937046_2938146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9835164835164835,139686,0.48,1
chr1_1136667_1137146-chr1_139279_140379,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03846153846153855,996288,0.0,1
chr1_2059932_2059994-chr1_2115728_2116828,0.0,3.4764739999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55734,3.74,1
chr1_1814762_1815124-chr1_2143913_2145013,9.9915305,0.0,0.0,16.0,0.0,16.996735,0.0,3.613637,3.6210839999999997,0.0,12.642277,0.0,17.278075,47.248141,0.0,0.0,30.883162,13.543331,0.0,10.473068,9.130525,124.33333333333331,-0.3846153846153846,328789,0.0,1
chr1_3634737_3634863-chr1_1677331_1678431,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.029298999999998,0.0,3.613637,11.551250999999999,0.0,0.0,0.0,11.542218,91.33333333333331,-0.0494505494505495,1956306,0.0,1
chr1_2232428_2232896-chr1_2306692_2307792,12.347356,2.0324150000000003,8.041907,114.0,8.5008225,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14835164835164838,73796,0.48,1
chr1_1173386_1173736-chr1_1214816_1215916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5251930000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.231933,0.0,0.0,0.0,0.0,-0.005494505494505475,41080,0.0,1
chr1_2162325_2162996-chr1_532778_533878,14.030707000000001,2.2124040000000003,15.848273,33.0,19.256972,19.443424,18.941778,2.420665,2.764168,0.0,7.221774000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1923076923076923,1628447,0.0,1
chr1_2162325_2162996-chr1_2322267_2323367,14.030707000000001,2.2124040000000003,15.848273,33.0,19.256972,19.443424,18.941778,2.420665,2.764168,0.0,7.221774000000001,0.0,0.0,13.091972,8.240642,3.311289,27.44020900000001,11.141153,1.650927,12.810428,20.72053,224.5,-0.2582417582417582,159271,0.48,1
chr1_2177615_2177829-chr1_460380_461480,11.081985000000001,0.0,13.03969,0.0,7.013793,19.443424,9.146594,2.420665,2.764168,0.0,5.078678999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,1716135,0.0,1
chr1_1840449_1840835-chr1_2283196_2284296,9.08579,21.857543,13.46124,152.0,8.044628,0.0,9.38278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2197802197802199,442361,0.02,1
chr1_2221868_2222548-chr1_568756_569856,17.999736,8.445765,8.555139,119.5,9.515644,19.443424,9.846811,2.423616,2.764168,0.0,8.478064,0.0,14.323423000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9279.0,-0.005494505494505475,1652012,0.0,1
chr1_918449_918555-chr1_1114835_1115935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3172349999999997,0.0,2.365455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9835164835164835,196280,0.02,1
chr1_3111769_3111989-chr1_1141971_1143071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.292947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.30219780219780223,1968698,1.58,1
chr1_858256_858648-chr1_1446531_1447631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4073585,0.0,0.0,0.0,18.964918,4.951414,2.4666639999999997,28.857769,9.689631,0.0,24.937874,15.745107999999998,199.0,-0.07692307692307687,587883,0.0,1
chr1_2406489_2406881-chr1_1677331_1678431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.029298999999998,0.0,3.613637,11.551250999999999,0.0,0.0,0.0,11.542218,91.33333333333331,-0.34615384615384626,728058,0.0,1
chr1_2505035_2505361-chr1_564290_565390,0.0,0.0,3.051437,0.0,0.0,0.0,0.0,0.0,0.0,4.1806470000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3131868131868132,1939645,0.0,1
chr1_1014834_1015095-chr1_68091_69191,7.447241,0.0,11.790187,90.0,4.90876,0.0,13.230414000000001,0.0,0.0,0.0,7.193385000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08241758241758246,945643,0.0,1
chr1_2232428_2232896-chr1_2511999_2513099,12.347356,2.0324150000000003,8.041907,114.0,8.5008225,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,0.0,0.0,9.673910000000001,0.0,0.0,10.831491999999999,9.931911,0.0,9.362773,5.3482815000000015,46.0,0.3571428571428571,279103,0.0,1
chr1_1063914_1064111-chr1_1535376_1536476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.082221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.631297,0.0,22.0,0.5714285714285714,471265,0.0,1
chr1_3594206_3594277-chr1_3226560_3227660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.510989010989011,366546,0.0,1
chr1_2171824_2171946-chr1_761988_763088,4.6817150000000005,2.2124040000000003,0.0,0.0,0.0,19.443424,0.0,2.420665,2.764168,0.0,4.52117,0.0,10.119233,14.047935,7.169791,0.0,24.178037,0.0,0.0,14.312861999999999,13.398232,56.0,-0.18131868131868134,1408736,0.0,1
chr1_1793829_1793862-chr1_845815_846915,0.0,0.0,0.0,0.0,0.0,16.996735,0.0,3.613637,3.6210839999999997,0.0,5.967957999999999,6.1043555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03296703296703307,946914,0.0,1
chr1_2501788_2502413-chr1_751751_752851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.017374,0.0,11.774894999999999,0.0,0.0,0.19780219780219777,1748937,0.0,1
chr1_1978731_1978937-chr1_133466_134566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.686528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17032967032967028,1844165,0.0,1
chr1_1173386_1173736-chr1_1108264_1109364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5251930000000002,0.0,0.0,0.0,6.252715499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42307692307692313,64022,0.46,1
chr1_2230678_2230895-chr1_994114_995214,12.347356,2.0324150000000003,0.0,24.0,0.0,19.443424,8.264994,2.423616,2.764168,0.0,10.087439,5.356684,15.313726,0.0,0.0,0.0,5.866185,4.283682,0.0,12.153205,11.020957000000001,108.66666666666669,-0.01098901098901095,1235464,0.0,1
chr1_1136667_1137146-chr1_2564381_2565481,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.202734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31868131868131866,1427235,0.02,1
chr1_1005293_1005547-chr1_1654951_1656051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.134783,0.0,13.755533999999999,10.413135,6.233462,0.0,22.538257,0.0,0.0,10.410397,18.3321195,271.0,-0.1923076923076923,649404,0.0,1
