name,H3k36me3_E,DNaseI_E,H3k27ac_E,H3k27me3_E,H3k9ac_E,H4k20me1_E,H3k4me1_E,H3k4me3_E,Ctcf_E,H3k79me2_E,H3k4me2_E,H3k4me3_P,H3k4me1_P,Ctcf_P,H3k36me3_P,H3k4me2_P,H3k27me3_P,H3k79me2_P,DNaseI_P,H3k9ac_P,H4k20me1_P,H3k27ac_P,corr,distance,css,label
chr1_1060905_1061095-chr1_713906_715006,0.0,0.0448,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,7.518988,0.0,9.526147,0.0,6.9578185,0.0,4.003657,0.128,12.443543,0.0,8.613033,0.17032967032967028,345899,0.0,1
chr1_1093610_1093958-chr1_139279_140379,0.0,0.3138,17.452682,0.0,14.936694000000001,1.198307,0.0,11.097299000000001,0.0,0.0,8.879799,0,0,0,0,0,0,0,0,0,0,0,-0.18681318681318682,953231,0.0,1
chr1_1173386_1173736-chr1_839214_840314,1.585809,0.1232,0.0,0.0,2.9990419999999998,1.3306559999999998,4.373659,6.767767,0.0,0.0,4.410386,4.769362,0.0,9.927529,0.0,0.0,0.0,0.0,0.06,2.7416099999999997,1.198307,0.0,-0.22527472527472536,333072,0.0,1
chr1_918449_918555-chr1_894589_895689,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,14.070132999999998,0.0,0.0,1.6553380000000002,0.0,0.0,17.848206,0.14029999999999998,27.938178000000004,1.7067480000000002,17.889013000000006,-0.22527472527472536,22760,0.02,1
chr1_2190530_2190674-chr1_568076_569176,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.1428571428571429,1621354,0.0,1
chr1_1093610_1093958-chr1_563442_564542,0.0,0.3138,17.452682,0.0,14.936694000000001,1.198307,0.0,11.097299000000001,0.0,0.0,8.879799,0,0,0,0,0,0,0,0,0,0,0,0.08241758241758246,529068,0.0,1
chr1_2082729_2083012-chr1_751751_752851,1.59999,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.2582417582417582,1329878,0.0,1
chr1_2574343_2574764-chr1_933331_934431,0.0,0.2894,10.827478999999999,1.951368,11.831274,0.0,0.0,13.516454999999999,0.0,0.0,6.179778,15.851044,0.0,0.0,0.0,7.25793,0.0,0.0,0.0987,19.807249,1.198307,20.862444,0.41758241758241754,1639912,0.02,1
chr1_1014834_1015095-chr1_565454_566554,0.0,0.2322,24.463707,0.0,14.043339999999999,1.198307,2.860906,9.181224,0.0,0.0,6.293618,0,0,0,0,0,0,0,0,0,0,0,0.06593406593406592,448280,0.0,1
chr1_3077832_3078221-chr1_1102243_1103343,0.0,0.02605,0.0,1.951368,0.0,1.191068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344,0.0,1.3306559999999998,0.0,0.34065934065934067,1974489,0.48,1
chr1_1136667_1137146-chr1_713906_715006,0.0,0.0,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,7.518988,0.0,9.526147,0.0,6.9578185,0.0,4.003657,0.128,12.443543,0.0,8.613033,0.2417582417582418,421661,0.0,1
chr1_2232428_2232896-chr1_1103737_1104837,0.0,0.026,0.0,0.0,0.0,2.6480575,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0464,0.0,1.3306559999999998,0.0,-0.04395604395604402,1127591,2.29,1
chr1_2406489_2406881-chr1_565454_566554,0.0,0.0616,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,1839935,0.0,1
chr1_1093610_1093958-chr1_751751_752851,0.0,0.3138,17.452682,0.0,14.936694000000001,1.198307,0.0,11.097299000000001,0.0,0.0,8.879799,0,0,0,0,0,0,0,0,0,0,0,0.19780219780219777,340759,0.0,1
chr1_1978731_1978937-chr1_316720_317820,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.17032967032967028,1660911,0.0,1
chr1_2253622_2253773-chr1_751751_752851,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.4560439560439561,1500771,0.0,1
chr1_1978731_1978937-chr1_1103737_1104837,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0464,0.0,1.3306559999999998,0.0,0.8296703296703296,873894,2.29,1
chr1_2172142_2172385-chr1_450810_451910,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.5659340659340659,1720232,0.0,1
chr1_1772108_1772256-chr1_656472_657572,2.0116110000000003,0.0,0.0,0.0,0.0,1.382183,0.0,0.0,0.0,6.202486,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1114536,0.0,1
chr1_1136667_1137146-chr1_695291_696391,0.0,0.0,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.03846153846153855,440276,0.0,1
chr1_1772108_1772256-chr1_1114835_1115935,2.0116110000000003,0.0,0.0,0.0,0.0,1.382183,0.0,0.0,0.0,6.202486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02675,0.0,1.3306559999999998,0.0,0.9835164835164835,656173,0.02,1
chr1_1063914_1064111-chr1_565454_566554,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.005494505494505475,497360,0.0,1
chr1_2406489_2406881-chr1_807672_808772,0.0,0.0616,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.8406593406593407,1597717,0.0,1
chr1_2501788_2502413-chr1_1114835_1115935,0.0,0.0,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02675,0.0,1.3306559999999998,0.0,0.9945054945054945,1385853,0.02,1
chr1_2253622_2253773-chr1_450810_451910,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.22527472527472525,1801712,0.0,1
chr1_1173386_1173736-chr1_173762_174862,1.585809,0.1232,0.0,0.0,2.9990419999999998,1.3306559999999998,4.373659,6.767767,0.0,0.0,4.410386,0,0,0,0,0,0,0,0,0,0,0,-0.005494505494505475,998524,0.0,1
chr1_2140151_2140337-chr1_228675_229775,0.0,0.061,5.2669510000000015,0.0,5.086243,1.366382,5.007581,6.686222,0.0,0.0,6.09577,0,0,0,0,0,0,0,0,0,0,0,0.3516483516483516,1910376,0.0,1
chr1_1143531_1144198-chr1_935452_936552,0.0,0.3116,0.0,0.0,0.0,4.1241605,0.0,9.321642,0.0,0.0,7.632505,15.851044,0.0,0.0,0.0,9.904401,0.0,6.818239,0.0987,19.807249,1.198307,20.862444,0.1648351648351648,206979,0.02,1
chr1_1173386_1173736-chr1_316720_317820,1.585809,0.1232,0.0,0.0,2.9990419999999998,1.3306559999999998,4.373659,6.767767,0.0,0.0,4.410386,0,0,0,0,0,0,0,0,0,0,0,-0.005494505494505475,855566,0.0,1
chr1_2140151_2140337-chr1_935452_936552,0.0,0.061,5.2669510000000015,0.0,5.086243,1.366382,5.007581,6.686222,0.0,0.0,6.09577,15.851044,0.0,0.0,0.0,9.904401,0.0,6.818239,0.0987,19.807249,1.198307,20.862444,-0.0494505494505495,1203599,0.02,1
chr1_1136667_1137146-chr1_1186614_1187714,0.0,0.0,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3306559999999998,0.0,0.17032967032967028,49468,0.0,1
chr1_1714020_1714715-chr1_933331_934431,2.0116110000000003,0.0598,10.120409,0.0,4.9352480000000005,1.382183,6.113142,8.145578,1.5657020000000001,6.202486,5.104521,15.851044,0.0,0.0,0.0,7.25793,0.0,0.0,0.0987,19.807249,1.198307,20.862444,0.6428571428571428,779589,0.02,1
chr1_2172142_2172385-chr1_917397_918497,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.5659340659340659,1253645,0.0,1
chr1_1814762_1815124-chr1_948473_949573,2.0116110000000003,0.0,0.0,0.0,0.0,2.0463855,8.286421,0.0,0.0,6.202486,0.0,14.660003,6.0604525,0.0,0.0,8.975464,0.0,8.601987,0.0641,13.800188,1.198307,13.60118,-0.35164835164835173,865189,0.02,1
chr1_2246556_2246763-chr1_1108264_1109364,0.0,0.152,0.0,0.0,6.127311,1.366382,0.0,0.0,10.728183999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266,0.0,1.3306559999999998,0.0,0.23076923076923073,1137192,0.02,1
chr1_1793829_1793862-chr1_157787_158887,2.0116110000000003,0.0,0.0,0.0,0.0,2.0463855,0.0,0.0,0.0,6.202486,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1634942,0.0,1
chr1_1093610_1093958-chr1_1209165_1210265,0.0,0.3138,17.452682,0.0,14.936694000000001,1.198307,0.0,11.097299000000001,0.0,0.0,8.879799,16.150116,6.055969999999999,0.0,0.0,5.7795905,0.0,9.059591000000001,0.2595,11.576922,1.3306559999999998,6.9639355000000025,0.2417582417582418,115207,2.31,1
chr1_2190530_2190674-chr1_713150_714250,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,7.518988,0.0,9.526147,0.0,9.076147500000001,0.0,0.0,0.128,12.443543,0.0,8.613033,-0.1428571428571428,1476280,0.0,1
chr1_2190530_2190674-chr1_568756_569856,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0.0,6.856696,9.554583000000001,0.0,0.0,5.778363,0.0,0.0,8.409028999999999,9.545162,0.0,0.3571428571428571,1620674,0.0,1
chr1_2254081_2254230-chr1_523733_524833,0.0,0.0323,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,1729248,0.0,1
chr1_1014834_1015095-chr1_460380_461480,0.0,0.2322,24.463707,0.0,14.043339999999999,1.198307,2.860906,9.181224,0.0,0.0,6.293618,0,0,0,0,0,0,0,0,0,0,0,0.08241758241758246,553354,0.0,1
chr1_2140151_2140337-chr1_848551_849651,0.0,0.061,5.2669510000000015,0.0,5.086243,1.366382,5.007581,6.686222,0.0,0.0,6.09577,0.0,0.0,0.0,0.0,0.0,1.406121,0.0,0.0,0.0,1.198307,0.0,0.4010989010989011,1290500,0.0,1
chr1_1136667_1137146-chr1_568076_569176,0.0,0.0,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.6373626373626373,567491,0.0,1
chr1_1714020_1714715-chr1_564020_565120,2.0116110000000003,0.0598,10.120409,0.0,4.9352480000000005,1.382183,6.113142,8.145578,1.5657020000000001,6.202486,5.104521,0,0,0,0,0,0,0,0,0,0,0,0.18681318681318682,1148900,0.0,1
chr1_2171824_2171946-chr1_460380_461480,1.485586,0.0289,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.20879120879120883,1710344,0.0,1
chr1_2231691_2232185-chr1_564020_565120,0.0,0.0,0.0,0.0,0.0,4.2750555,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.510989010989011,1666571,0.0,1
chr1_1136075_1136463-chr1_567137_568237,0.0,0.0326,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.03296703296703296,567838,0.0,1
chr1_2232428_2232896-chr1_947803_948903,0.0,0.026,0.0,0.0,0.0,2.6480575,0.0,0.0,0.0,7.546384,0.0,14.660003,6.444994,0.0,0.0,8.975464,0.0,0.0,0.0641,13.800188,1.198307,13.60118,-0.07692307692307687,1283525,2.31,1
chr1_1952050_1952360-chr1_713150_714250,0.0,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.518988,0.0,9.526147,0.0,9.076147500000001,0.0,0.0,0.128,12.443543,0.0,8.613033,-0.01098901098901095,1237800,0.0,1
chr1_918449_918555-chr1_762802_763902,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,8.233284,0.0,0.0,0.0,0.0,0.0,0.0,0.1405,15.996626000000001,0.0,15.067321,-0.3076923076923077,154547,0.0,1
chr1_1136075_1136463-chr1_1051641_1052741,0.0,0.0326,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,7.246767,0.0,0.0,0.0,7.314953,0.0,0.0,0.4168,9.4652825,1.198307,0.0,-0.4725274725274726,83334,0.0,1
chr1_941791_942135-chr1_994114_995214,0.0,0.0866,4.039199,0.0,3.7230870000000014,1.198307,5.009518,3.821358,0.0,0.0,6.427314,9.614342,6.043282,0.0,0.0,5.100814,0.0,0.0,0.1671,5.121707,1.198307,3.87989,-0.2857142857142858,51979,0.0,1
chr1_1143531_1144198-chr1_1182002_1183102,0.0,0.3116,0.0,0.0,0.0,4.1241605,0.0,9.321642,0.0,0.0,7.632505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305,0.0,1.3306559999999998,0.0,0.06043956043956045,37804,0.02,1
chr1_1840449_1840835-chr1_29706_30806,0.0,0.161,9.959261,0.0,14.992735999999999,1.382183,0.0,19.121595000000006,8.569706,0.0,7.7588430000000015,0,0,0,0,0,0,0,0,0,0,0,-0.2197802197802199,1809643,0.0,1
chr1_1063914_1064111-chr1_130025_131125,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.7527472527472527,932789,0.0,1
chr1_2162325_2162996-chr1_565454_566554,1.485586,0.0388,10.058061,0.0,15.55747,2.2128415,5.333579,16.780462,3.709639,7.546384,9.427316000000001,0,0,0,0,0,0,0,0,0,0,0,0.2692307692307693,1595771,0.0,1
chr1_2059932_2059994-chr1_68091_69191,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1990741,0.0,1
chr1_1173386_1173736-chr1_762802_763902,1.585809,0.1232,0.0,0.0,2.9990419999999998,1.3306559999999998,4.373659,6.767767,0.0,0.0,4.410386,8.233284,0.0,0.0,0.0,0.0,0.0,0.0,0.1405,15.996626000000001,0.0,15.067321,-0.5,409484,0.0,1
chr1_2230678_2230895-chr1_948473_949573,0.0,0.0362,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,7.546384,0.0,14.660003,6.0604525,0.0,0.0,8.975464,0.0,8.601987,0.0641,13.800188,1.198307,13.60118,-0.0219780219780219,1281105,0.02,1
chr1_2989176_2989511-chr1_1102243_1103343,0.0,0.0,0.0,1.951368,0.0,1.191068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344,0.0,1.3306559999999998,0.0,0.8461538461538461,1885833,2.31,1
chr1_1173386_1173736-chr1_130025_131125,1.585809,0.1232,0.0,0.0,2.9990419999999998,1.3306559999999998,4.373659,6.767767,0.0,0.0,4.410386,0,0,0,0,0,0,0,0,0,0,0,-0.005494505494505475,1042261,0.0,1
chr1_1060905_1061095-chr1_998568_999668,0.0,0.0448,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,6.563308,9.026933999999999,13.619413,0.0,6.019658,0.0,0.0,0.1411,5.278098,1.198307,5.419936,-0.42307692307692313,61237,0.0,1
chr1_918449_918555-chr1_563442_564542,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.3351648351648352,353907,0.0,1
chr1_941791_942135-chr1_1071397_1072497,0.0,0.0866,4.039199,0.0,3.7230870000000014,1.198307,5.009518,3.821358,0.0,0.0,6.427314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02465,0.0,1.198307,0.0,0.7857142857142857,129262,0.0,1
chr1_858256_858648-chr1_1259971_1261071,0.0,0.0,0.0,0.0,0.0,1.473502,10.235116,8.164244,0.0,0.0,3.7938410000000014,14.714914000000002,6.762739999999999,0.0,0.0,10.714332,0.0,4.913233,0.1625,16.150710999999998,1.7585974999999998,12.193287,-0.5934065934065933,401323,0.0,1
chr1_2059932_2059994-chr1_567137_568237,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.5769230769230769,1491695,0.0,1
chr1_1143531_1144198-chr1_1141971_1143071,0.0,0.3116,0.0,0.0,0.0,4.1241605,0.0,9.321642,0.0,0.0,7.632505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384,0.0,1.3306559999999998,0.0,0.2857142857142857,460,0.02,1
chr1_3077832_3078221-chr1_1244889_1245989,0.0,0.02605,0.0,1.951368,0.0,1.191068,0.0,0.0,0.0,0.0,0.0,16.57878,4.171362,0.0,2.333673,10.465375,0.0,4.913233,0.0,11.200712,3.3944636666666663,10.971179,-0.13186813186813184,1831843,0.46,1
chr1_2406489_2406881-chr1_894589_895689,0.0,0.0616,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,14.070132999999998,0.0,0.0,1.6553380000000002,0.0,0.0,17.848206,0.14029999999999998,27.938178000000004,1.7067480000000002,17.889013000000006,-0.36813186813186816,1510800,0.48,1
chr1_1005293_1005547-chr1_761988_763088,0.0,0.0,0.0,0.0,0.0,5.077881,3.6828540000000003,5.636449,0.0,0.0,0.0,8.233284,0.0,0.0,0.0,6.896392999999999,0.0,7.094944,0.1405,15.996626000000001,0.0,15.067321,-0.20329670329670324,242205,0.0,1
chr1_2221868_2222548-chr1_1103737_1104837,0.0,0.0,0.0,0.0,0.0,2.1974875,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0464,0.0,1.3306559999999998,0.0,-0.15934065934065944,1117031,1.89,1
chr1_2082729_2083012-chr1_989413_990513,1.59999,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,0.9945054945054945,1092216,0.02,1
chr1_1143531_1144198-chr1_1108264_1109364,0.0,0.3116,0.0,0.0,0.0,4.1241605,0.0,9.321642,0.0,0.0,7.632505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266,0.0,1.3306559999999998,0.0,0.3131868131868132,34167,0.02,1
chr1_2171824_2171946-chr1_267153_268253,1.485586,0.0289,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.20879120879120883,1903571,0.0,1
chr1_1143531_1144198-chr1_568756_569856,0.0,0.3116,0.0,0.0,0.0,4.1241605,0.0,9.321642,0.0,0.0,7.632505,0.0,6.856696,9.554583000000001,0.0,0.0,5.778363,0.0,0.0,8.409028999999999,9.545162,0.0,0.027472527472527486,573675,0.0,1
chr1_956563_956812-chr1_1214816_1215916,0.0,0.1027,11.284781,0.0,7.3767190000000005,1.198307,5.8744819999999995,8.333323,0.0,5.625219,8.935166,0.0,0.0,0.0,0.0,2.351753,0.0,0.0,0.0,4.079618,1.3306559999999998,2.145061,-0.04395604395604402,258004,0.02,1
chr1_2082729_2083012-chr1_228675_229775,1.59999,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9945054945054945,1852954,0.0,1
chr1_1136075_1136463-chr1_1182002_1183102,0.0,0.0326,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305,0.0,1.3306559999999998,0.0,0.7417582417582418,45539,0.48,1
chr1_2501788_2502413-chr1_1108264_1109364,0.0,0.0,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266,0.0,1.3306559999999998,0.0,0.027472527472527486,1392424,0.02,1
chr1_2509702_2510198-chr1_621953_623053,0.0,0.0301,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.14835164835164827,1886649,0.0,1
chr1_2162325_2162996-chr1_856296_857396,1.485586,0.0388,10.058061,0.0,15.55747,2.2128415,5.333579,16.780462,3.709639,7.546384,9.427316000000001,8.164244,7.188186,7.826646,0.0,3.7938410000000014,1.406121,0.0,0.0915,0.0,1.473502,0.0,0.5054945054945055,1304929,0.0,1
chr1_2221868_2222548-chr1_848551_849651,0.0,0.0,0.0,0.0,0.0,2.1974875,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,0.0,0.0,1.406121,0.0,0.0,0.0,1.198307,0.0,-0.08241758241758235,1372217,0.0,1
chr1_3086923_3087330-chr1_1242947_1244047,0.0,0.031,0.0,1.951368,0.0,1.191068,0.0,0.0,0.0,0.0,0.0,16.57878,6.053594,0.0,0.0,10.465375,0.0,4.913233,0.1625,11.200712,1.7585974999999998,10.971179,-0.4285714285714286,1842876,1.56,1
chr1_1978731_1978937-chr1_61948_63048,0.0,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.29670329670329665,1915683,0.0,1
chr1_1093610_1093958-chr1_1242947_1244047,0.0,0.3138,17.452682,0.0,14.936694000000001,1.198307,0.0,11.097299000000001,0.0,0.0,8.879799,16.57878,6.053594,0.0,0.0,10.465375,0.0,4.913233,0.1625,11.200712,1.7585974999999998,10.971179,0.016483516483516536,148989,0.46,1
chr1_2221868_2222548-chr1_998568_999668,0.0,0.0,0.0,0.0,0.0,2.1974875,0.0,0.0,0.0,7.546384,0.0,6.563308,9.026933999999999,13.619413,0.0,6.019658,0.0,0.0,0.1411,5.278098,1.198307,5.419936,0.10439560439560436,1222200,0.0,1
chr1_3111769_3111989-chr1_1259971_1261071,0.0,0.0,0.0,1.951368,0.0,1.191068,0.0,0.0,0.0,0.0,0.0,14.714914000000002,6.762739999999999,0.0,0.0,10.714332,0.0,4.913233,0.1625,16.150710999999998,1.7585974999999998,12.193287,-0.27472527472527464,1850698,1.56,1
chr1_1136667_1137146-chr1_130025_131125,0.0,0.0,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.03846153846153855,1005542,0.0,1
chr1_1014834_1015095-chr1_523733_524833,0.0,0.2322,24.463707,0.0,14.043339999999999,1.198307,2.860906,9.181224,0.0,0.0,6.293618,0,0,0,0,0,0,0,0,0,0,0,0.08241758241758246,490001,0.0,1
chr1_956563_956812-chr1_866345_867445,0.0,0.1027,11.284781,0.0,7.3767190000000005,1.198307,5.8744819999999995,8.333323,0.0,5.625219,8.935166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0369,0.0,3.186228,0.0,0.0714285714285714,89118,2.29,1
chr1_1368471_1368786-chr1_943509_944609,0.0,0.0449,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,-0.25274725274725274,423862,0.0,1
chr1_2254081_2254230-chr1_1214816_1215916,0.0,0.0323,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.351753,0.0,0.0,0.0,4.079618,1.3306559999999998,2.145061,0.5714285714285714,1038165,0.0,1
chr1_941791_942135-chr1_1167311_1168411,0.0,0.0866,4.039199,0.0,3.7230870000000014,1.198307,5.009518,3.821358,0.0,0.0,6.427314,16.512223000000002,3.43891,0.0,1.585809,7.6808809999999985,0.0,9.125497,0.4115,17.077115,1.3306559999999998,14.017778,-0.4835164835164836,225176,1.85,1
chr1_2221868_2222548-chr1_807672_808772,0.0,0.0,0.0,0.0,0.0,2.1974875,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,-0.08241758241758235,1413096,0.0,1
chr1_2772559_2772713-chr1_894967_896067,0.0,0.027000000000000003,0.0,1.951368,0.0,1.191068,0.0,0.0,0.0,0.0,0.0,14.070132999999998,0.0,0.0,1.6553380000000002,0.0,0.0,0.0,0.14029999999999998,7.388816,1.7067480000000002,0.0,-0.1208791208791209,1876492,1.58,1
chr1_2082729_2083012-chr1_1051641_1052741,1.59999,0.0,0.0,0.0,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,7.246767,0.0,0.0,0.0,7.314953,0.0,0.0,0.4168,9.4652825,1.198307,0.0,-0.14835164835164827,1029988,0.0,1
chr1_2772559_2772713-chr1_994114_995214,0.0,0.027000000000000003,0.0,1.951368,0.0,1.191068,0.0,0.0,0.0,0.0,0.0,9.614342,6.043282,0.0,0.0,5.100814,0.0,0.0,0.1671,5.121707,1.198307,3.87989,-0.2912087912087913,1777345,0.0,1
chr1_2171824_2171946-chr1_1103385_1104485,1.485586,0.0289,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0464,0.0,1.3306559999999998,0.0,0.6208791208791209,1067339,0.46,1
chr1_1368471_1368786-chr1_35981_37081,0.0,0.0449,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.24725274725274726,1331390,0.0,1
chr1_1136667_1137146-chr1_693616_694716,0.0,0.0,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.03846153846153855,441951,0.0,1
chr1_2172142_2172385-chr1_700205_701305,1.485586,0.0,0.0,0.0,0.0,2.2128415,0.0,0.0,0.0,7.546384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.5659340659340659,1470837,0.0,1
chr1_956563_956812-chr1_917397_918497,0.0,0.1027,11.284781,0.0,7.3767190000000005,1.198307,5.8744819999999995,8.333323,0.0,5.625219,8.935166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.198307,0.0,-0.04395604395604402,38066,0.46,1
chr1_2505035_2505361-chr1_845815_846915,0.0,0.0,0.0,1.951368,0.0,1.366382,0.0,0.0,0.0,0.0,0.0,0.0,4.02797,0.0,0.0,0.0,1.406121,0.0,0.0436,0.0,1.198307,0.0,-0.03846153846153855,1658120,0.0,1
chr1_1368471_1368786-chr1_752992_754092,0.0,0.0449,0.0,0.0,0.0,1.3306559999999998,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-0.098901098901099,614379,0.0,1
