name_E,H3k27me3_E,H3k27ac_E,Pol2_E,H3k36me3_E,H3k9ac_E,H3k79me2_E,H4k20me1_E,DNaseI_E,H3k4me2_E,Ctcf_E,H3k4me3_E,H3k4me1_E
chr1_19926811_19926972,0.0,0.0,4.016445,3.086182,0.0,8.563254,0.0,12.0,14.587906,0.0,0.0,5.005069
chr1_200783735_200784105,0.0,0.0,3.642794,3.853925,0.0,10.031081,2.811447,0.0,0.0,0.0,0.0,0.0
chr1_200857233_200857815,0.0,0.0,2.323663,3.506785,0.0,0.0,0.0,28.0,0.0,0.0,0.0,3.36108
chr1_201295169_201295564,0.0,0.0,5.252956,6.37479,0.0,7.909895,2.305619,0.0,0.0,3.902208,0.0,5.439921
chr1_203506114_203506504,0.0,0.0,5.446671,0.0,0.0,0.0,0.0,24.0,8.275428,0.0,0.0,8.31846
chr1_203728040_203728170,0.0,0.0,1.805322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_204358316_204358342,0.0,0.0,3.630127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_204363456_204363666,0.0,0.0,6.947503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_204389721_204389989,0.0,0.0,3.630127,0.0,0.0,0.0,0.0,0.0,5.405683,0.0,0.0,10.67875
chr1_206290243_206290662,0.0,0.0,10.502492,0.0,0.0,0.0,0.0,36.0,7.809004,0.0,0.0,9.679956
chr1_206725353_206725581,0.0,0.0,1.720344,0.0,0.0,0.0,1.941705,0.0,0.0,0.0,0.0,0.0
chr1_206748926_206749451,0.0,0.0,2.139803,3.651329,0.0,0.0,1.941705,0.0,0.0,0.0,0.0,0.0
chr1_206751685_206751882,0.0,0.0,2.139803,3.651329,0.0,0.0,1.941705,0.0,0.0,0.0,0.0,0.0
chr1_206754982_206755508,0.0,0.0,2.139803,3.651329,2.135713,0.0,1.941705,0.0,0.0,0.0,0.0,0.0
chr1_206910483_206910789,0.0,0.0,2.85511,3.072272,0.0,10.755402,4.515042,0.0,4.831608,0.0,0.0,4.808914
chr1_207509006_207509478,0.0,0.0,8.552938000000001,2.967729,0.0,0.0,1.136084,0.0,0.0,12.526393,0.0,0.0
chr1_208335369_208335711,0.0,0.0,1.710618,4.10209,0.0,3.967645,2.047592,0.0,0.0,0.0,0.0,10.09188
chr1_209841164_209841607,0.0,0.0,12.305072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.501866
chr1_209938931_209939742,0.0,0.0,6.231492,5.148784,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.174247
chr1_211590216_211590571,0.0,0.0,9.653354,0.0,13.529915,0.0,0.0,29.0,11.635003,0.0,12.660065,0.0
chr1_211912030_211912428,0.0,0.0,1.779673,2.118739,0.0,0.0,1.222855,15.0,0.0,0.0,0.0,4.367312
chr1_21643831_21644195,0.0,0.0,1.705339,0.0,0.0,0.0,1.852346,0.0,2.862396,0.0,0.0,0.0
chr1_2171824_2171946,0.0,0.0,2.18966,2.424852,3.283259,13.419211,3.542773,20.0,0.0,1.797538,0.0,5.85309
chr1_2172142_2172385,0.0,0.0,2.18966,2.424852,3.283259,13.419211,3.542773,0.0,0.0,1.797538,0.0,0.0
chr1_2177615_2177829,0.0,0.0,2.18966,2.424852,0.0,13.419211,3.542773,48.0,9.987438,0.0,0.0,8.436357
chr1_218523725_218524123,0.0,0.0,1.386222,2.297484,20.177541,4.867968,1.236924,0.0,21.286172,0.0,21.967043,5.44327
chr1_218636802_218637167,0.0,0.0,1.386222,0.0,0.0,0.0,0.0,0.0,4.442456,0.0,0.0,8.717912
chr1_218642170_218642366,0.0,0.0,1.386222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_218647012_218647232,0.0,0.0,1.386222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.440129
chr1_218662454_218662669,0.0,0.0,1.386222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_218667919_218668153,0.0,0.0,1.386222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_2190530_2190674,0.0,0.0,2.18966,2.424852,0.0,13.419211,3.542773,0.0,0.0,0.0,0.0,5.733043
chr1_220189685_220189943,0.0,0.0,2.223208,3.388439,0.0,0.0,1.948588,0.0,0.0,0.0,0.0,0.0
chr1_220393257_220393560,0.0,0.0,3.693523,2.878542,0.0,5.377931,2.306943,0.0,0.0,0.0,0.0,0.0
chr1_2221868_2222548,0.0,0.0,1.747045,2.424852,0.0,13.419211,3.542773,19.0,0.0,0.0,0.0,0.0
chr1_22232811_22232851,0.0,0.0,1.891384,3.866899,0.0,3.932956,2.146411,15.0,0.0,0.0,0.0,4.469632
chr1_22235836_22236001,0.0,0.0,1.891384,3.866899,0.0,3.932956,2.146411,0.0,0.0,0.0,0.0,5.112125
chr1_2230678_2230895,0.0,0.0,1.747045,2.424852,0.0,13.419211,3.542773,0.0,7.955622,0.0,0.0,4.25232
chr1_2231691_2232185,0.0,0.0,1.747045,2.424852,0.0,13.419211,3.542773,0.0,0.0,0.0,0.0,4.25232
chr1_2232428_2232896,0.0,0.0,1.747045,2.424852,0.0,13.419211,3.542773,0.0,0.0,0.0,0.0,0.0
chr1_224023477_224023773,0.0,0.0,3.12847,0.0,0.0,6.630514,2.553723,0.0,0.0,0.0,0.0,6.167281
chr1_224598124_224598418,0.0,0.0,2.040884,3.353567,0.0,3.71207,1.955311,0.0,0.0,0.0,0.0,0.0
chr1_225642606_225642805,0.0,0.0,5.664265,0.0,0.0,0.0,0.0,67.0,10.600622,0.0,5.045678,8.41183
chr1_226189681_226190319,0.0,0.0,2.809801,0.0,0.0,0.0,1.757914,0.0,0.0,0.0,0.0,4.825503
chr1_226190534_226190731,0.0,0.0,2.809801,0.0,0.0,0.0,1.757914,16.0,0.0,0.0,0.0,4.825503
chr1_226841173_226841776,0.0,0.0,2.70798,2.146859,0.0,0.0,2.018951,0.0,0.0,0.0,0.0,0.0
chr1_226841860_226842030,0.0,0.0,2.70798,2.146859,0.0,0.0,2.018951,0.0,0.0,0.0,0.0,0.0
chr1_226842095_226842563,0.0,0.0,2.70798,2.146859,0.0,2.280124,2.018951,0.0,0.0,0.0,0.0,0.0
chr1_227405146_227405174,0.0,0.0,1.415522,0.0,0.0,4.239566,1.530873,0.0,0.0,0.0,0.0,0.0
chr1_229409656_229409997,0.0,0.0,2.175488,2.850856,0.0,7.615408,2.172455,0.0,14.453743,0.0,0.0,7.652458
chr1_230279464_230279771,0.0,0.0,2.342339,3.015385,0.0,9.275984,2.771817,0.0,0.0,0.0,0.0,0.0
chr1_230282048_230282189,0.0,0.0,2.342339,3.015385,0.0,9.275984,2.771817,0.0,0.0,0.0,0.0,0.0
chr1_233763307_233763375,0.0,0.0,4.747883,2.729913,0.0,3.425328,2.393092,39.0,5.96002,0.0,0.0,5.907639
chr1_23387479_23387794,0.0,0.0,2.894682,3.690625,0.0,10.625117,2.608317,0.0,0.0,0.0,0.0,0.0
chr1_235151501_235151917,0.0,0.0,2.782281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.714708
chr1_235151923_235152024,0.0,0.0,2.782281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.714708
chr1_2406489_2406881,0.0,0.0,2.91802,3.539962,0.0,7.487503,3.480511,0.0,0.0,0.0,0.0,0.0
chr1_24516156_24516343,0.0,0.0,1.859542,2.407147,0.0,0.0,0.0,0.0,8.185101,0.0,0.0,7.481412000000001
chr1_24519628_24519970,0.0,0.0,1.859542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.521907
chr1_247035132_247035504,0.0,0.0,1.913182,3.423222,0.0,4.270018,3.380266,0.0,0.0,0.0,0.0,0.0
chr1_26613887_26614371,0.0,0.0,3.985184,3.392134,0.0,0.0,2.123853,0.0,0.0,8.848539,0.0,0.0
chr1_26615016_26615421,0.0,0.0,3.985184,3.392134,0.0,0.0,2.123853,37.0,0.0,11.012426,0.0,4.946107
chr1_26615527_26615997,0.0,0.0,3.985184,3.392134,0.0,0.0,2.123853,0.0,0.0,8.848539,0.0,4.946107
chr1_26616270_26616483,0.0,0.0,3.985184,3.392134,0.0,0.0,2.123853,0.0,0.0,8.848539,0.0,0.0
chr1_27462835_27462988,0.0,0.0,3.53353,4.046323,0.0,9.195587,4.385539,0.0,0.0,12.554777,0.0,0.0
chr1_27890194_27890387,0.0,0.0,2.580535,2.946394,3.437147,4.695375,2.794841,0.0,3.562746,3.059715,0.0,0.0
chr1_27924204_27924421,0.0,0.0,2.580535,2.946394,3.880898,4.695375,2.794841,0.0,0.0,0.0,0.0,10.179461
chr1_27982664_27982914,0.0,0.0,4.38398,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,7.666983
chr1_29224369_29224479,0.0,0.0,2.336471,2.384316,0.0,5.869098,2.049764,0.0,0.0,0.0,0.0,0.0
chr1_29504261_29504387,0.0,0.0,3.303565,4.007937,0.0,10.536637,4.973752,0.0,17.562923,0.0,0.0,0.0
chr1_31401933_31402089,0.0,0.0,6.0864615,4.447214,0.0,13.177357,4.211472,0.0,0.0,42.239253,0.0,0.0
chr1_32180603_32180986,0.0,0.0,2.605968,0.0,5.198074,0.0,1.855292,26.0,5.567143,0.0,5.575199,9.887502
chr1_33438571_33438703,0.0,0.0,4.286083,0.0,17.501382,7.455055,0.0,17.0,16.363045,0.0,14.105852,7.374268
chr1_33450112_33450483,0.0,0.0,4.286083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_33450600_33450837,0.0,0.0,4.286083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5399505
chr1_33645848_33646140,0.0,0.0,2.013921,2.103571,0.0,1.408167,1.629211,0.0,6.3703975,0.0,14.385438,8.628192
chr1_3374928_3375314,0.0,0.0,1.631625,1.66605,0.0,0.0,1.339545,0.0,0.0,0.0,0.0,8.183443
chr1_33829513_33829825,0.0,0.0,3.284745,5.383312,0.0,8.337865,2.988436,30.0,0.0,0.0,0.0,9.753608
chr1_35891843_35891965,0.0,0.0,2.45365,2.845734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_36489072_36489418,0.0,0.0,1.989147,2.274635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.598263
chr1_36825493_36825742,0.0,0.0,1.989147,4.106587,0.0,4.61528,2.244482,0.0,0.0,0.0,0.0,0.0
chr1_36866636_36866899,0.0,0.0,1.989147,4.106587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_38009784_38010404,0.0,0.0,2.40594,3.950895,0.0,5.404431,0.0,0.0,0.0,0.0,0.0,0.0
chr1_38010731_38010979,0.0,0.0,2.40594,3.950895,0.0,5.404431,0.0,0.0,0.0,0.0,0.0,0.0
chr1_38287158_38287399,0.0,0.0,3.198695,3.757889,0.0,2.317704,5.236889,0.0,0.0,0.0,0.0,0.0
chr1_38291277_38291502,0.0,0.0,3.198695,3.757889,0.0,2.344871,0.0,0.0,0.0,0.0,0.0,0.0
chr1_38311465_38311868,0.0,0.0,2.156239,3.757889,0.0,10.538806,3.114522,0.0,0.0,0.0,0.0,0.0
chr1_38317043_38317898,0.0,0.0,3.988132,10.0812735,0.0,10.538806,3.114522,0.0,0.0,0.0,0.0,4.9061295000000005
chr1_39552835_39552967,0.0,0.0,2.468896,0.0,0.0,0.0,2.012459,0.0,0.0,0.0,0.0,6.826672
chr1_40402545_40402801,0.0,0.0,2.812694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_41501440_41501773,0.0,0.0,4.277512,4.85329,0.0,0.0,2.695236,0.0,0.0,2.083058,0.0,0.0
chr1_41501908_41501999,0.0,0.0,4.277512,4.85329,0.0,0.0,2.695236,0.0,0.0,2.083058,0.0,0.0
chr1_42141163_42141343,0.0,0.0,2.073259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.951132,0.0
chr1_42149945_42149960,0.0,0.0,2.073259,0.0,0.0,0.0,0.0,40.0,8.575579,0.0,1.951132,13.440081
chr1_42230379_42230587,0.0,0.0,2.062924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_42230841_42231100,0.0,0.0,2.062924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_42234207_42234564,0.0,0.0,2.062924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.845869
chr1_42774668_42774801,0.0,0.0,1.829847,2.121519,0.0,7.671616,2.562052,0.0,0.0,0.0,0.0,0.0
chr1_44428103_44428423,0.0,0.0,3.258894,3.673051,0.0,0.0,2.179802,0.0,0.0,0.0,0.0,0.0
chr1_44452990_44453115,0.0,0.0,3.258894,3.673051,3.426048,0.0,2.179802,0.0,0.0,0.0,0.0,5.890393
chr1_45195062_45195154,0.0,0.0,13.27039,0.0,0.0,0.0,0.0,106.0,0.0,74.580457,0.0,0.0
chr1_46111666_46112048,0.0,0.0,3.504513,3.566421,0.0,8.766098,2.473009,0.0,0.0,0.0,0.0,0.0
chr1_54695028_54695502,0.0,0.0,1.198681,2.599819,0.0,0.0,2.09084,23.0,4.296015,0.0,0.0,7.578592
chr1_54696817_54697014,0.0,0.0,1.198681,2.599819,0.0,0.0,2.09084,0.0,0.0,0.0,0.0,0.0
chr1_54713635_54713793,0.0,0.0,1.198681,2.599819,0.0,0.0,2.09084,0.0,0.0,0.0,0.0,0.0
chr1_54715450_54715803,0.0,0.0,1.198681,2.599819,0.0,0.0,2.09084,23.0,0.0,0.0,0.0,0.0
chr1_54739679_54739787,0.0,0.0,1.198681,2.599819,0.0,2.376385,2.09084,0.0,0.0,0.0,0.0,0.0
chr1_54744858_54745090,0.0,0.0,1.198681,2.599819,0.0,2.376385,2.09084,0.0,0.0,0.0,0.0,0.0
chr1_54778588_54778715,0.0,0.0,1.198681,2.599819,0.0,2.376385,2.09084,26.0,6.920461,0.0,0.0,8.688088
chr1_54868582_54868776,0.0,0.0,1.198681,2.599819,0.0,2.376385,0.0,0.0,11.305433,0.0,0.0,0.0
chr1_59537846_59538168,0.0,0.0,11.574175,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,6.8046925
chr1_6053603_6054107,0.0,0.0,1.645657,2.72337,9.64552,4.211312,1.940975,0.0,8.914382,0.0,10.89014,9.001962
chr1_6054896_6055025,0.0,0.0,1.645657,2.72337,0.0,0.0,1.940975,0.0,8.914382,4.990699,0.0,0.0
chr1_62605206_62605403,0.0,0.0,1.366589,2.239797,0.0,0.0,1.34211,0.0,0.0,0.0,0.0,0.0
chr1_62822173_62822473,0.0,0.0,18.54391,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,7.710056
chr1_63151036_63151115,0.0,0.0,1.192704,1.636653,0.0,5.323429,1.174696,21.0,12.490723,0.0,13.129567,11.00916
chr1_6321567_6321961,0.0,0.0,2.350896,3.34106,4.906953,5.42847,2.240744,0.0,6.025312,0.0,5.590211,0.0
chr1_6336471_6336830,0.0,0.0,2.350896,3.34106,4.278559,5.42847,2.240744,48.0,4.300675,0.0,0.0,7.571508
chr1_6354110_6354322,0.0,0.0,3.743779,3.34106,0.0,5.42847,1.976826,0.0,0.0,0.0,0.0,4.28785
chr1_64417224_64417447,0.0,0.0,1.203295,1.181886,0.0,1.431271,0.0,0.0,0.0,0.0,0.0,0.0
chr1_64500766_64501176,0.0,0.0,1.203295,1.181886,0.0,1.431271,0.0,0.0,0.0,0.0,0.0,0.0
chr1_65381647_65381826,0.0,0.0,2.712206,0.0,0.0,5.470411,2.307537,37.0,0.0,0.0,0.0,6.1518195
chr1_65387772_65388547,0.0,0.0,2.712206,0.0,0.0,5.470411,2.307537,0.0,0.0,0.0,0.0,5.81094
chr1_65398951_65399446,0.0,0.0,2.712206,0.0,0.0,5.470411,2.307537,0.0,0.0,0.0,0.0,4.3078965
chr1_66728047_66728190,0.0,0.0,3.7201105,0.0,0.0,0.0,0.0,135.0,7.239675,0.0,5.054479,5.807118
chr1_68285768_68286070,0.0,0.0,3.767807,3.297671,0.0,10.660197,3.37569,0.0,0.0,0.0,0.0,7.078329500000001
chr1_70691921_70692281,0.0,0.0,2.913737,2.713944,0.0,8.631346,2.223912,26.0,0.0,0.0,0.0,3.805412
chr1_70709017_70709466,0.0,0.0,2.913737,2.713944,0.0,8.631346,2.223912,0.0,0.0,0.0,0.0,0.0
chr1_70746826_70747040,0.0,0.0,1.731587,2.713944,0.0,3.62519,0.0,0.0,0.0,0.0,0.0,0.0
chr1_78021710_78022056,0.0,0.0,2.812907,2.714208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_78026939_78027232,0.0,0.0,2.812907,2.714208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_78469106_78469287,0.0,0.0,28.917631,3.563632,17.854074,6.716062,0.0,0.0,13.605471,0.0,12.344899,7.899681
chr1_8263853_8264184,0.0,0.0,1.998311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.436315
chr1_8445817_8446112,0.0,0.0,1.51311,2.443931,0.0,3.910167,2.165803,0.0,0.0,0.0,0.0,2.488176
chr1_8450820_8451072,0.0,0.0,1.51311,2.443931,0.0,3.910167,2.165803,0.0,0.0,0.0,0.0,2.488176
chr1_8487656_8487917,0.0,0.0,1.51311,2.443931,0.0,3.910167,1.617904,0.0,0.0,0.0,0.0,2.488176
chr1_8488165_8488317,0.0,0.0,1.51311,2.443931,0.0,3.910167,1.617904,0.0,0.0,0.0,0.0,2.488176
chr1_85328527_85328795,0.0,0.0,2.082619,3.103008,0.0,4.898734,1.723134,0.0,0.0,0.0,0.0,0.0
chr1_8571636_8571856,0.0,0.0,1.51311,2.443931,0.0,1.919843,0.0,0.0,0.0,0.0,0.0,0.0
chr1_85737728_85738105,0.0,0.0,5.6605295,3.034082,0.0,17.288456,2.177711,0.0,15.137136,0.0,0.0,5.821493
chr1_86049987_86050100,0.0,0.0,12.5498395,7.63512,0.0,0.0,6.275369,62.0,16.26529,0.0,26.55135,7.229447
chr1_89339924_89340210,0.0,0.0,2.323432,2.417471,0.0,5.416941,2.064781,0.0,0.0,0.0,0.0,0.0
chr1_9271499_9271772,0.0,0.0,1.899428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_9298798_9298942,0.0,0.0,1.899428,2.058376,0.0,0.0,1.848114,0.0,0.0,0.0,0.0,0.0
chr1_93634565_93634982,0.0,0.0,4.485565,2.778674,0.0,7.467238,2.139347,0.0,0.0,0.0,0.0,0.0
chr1_9399032_9399161,0.0,0.0,1.899428,2.386653,0.0,7.242083,3.446852,0.0,8.558859,0.0,0.0,8.127428
chr1_94224546_94224929,0.0,0.0,1.975187,2.384877,0.0,1.357684,0.0,0.0,0.0,0.0,0.0,5.995021
chr1_94626535_94626661,0.0,0.0,2.680881,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,7.819886
chr1_95258204_95258621,0.0,0.0,1.239488,0.0,0.0,0.0,0.0,22.0,7.270008,18.294221,0.0,6.916173
chr1_95263833_95264301,0.0,0.0,1.239488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_95464838_95464926,0.0,0.0,1.239488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_95508067_95508435,0.0,0.0,2.180315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.991301
chr1_97308752_97309076,0.0,0.0,1.181141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_9765379_9765549,0.0,0.0,2.458198,2.297697,0.0,0.0,0.0,12.0,0.0,0.0,0.0,8.693873
chr10_431640_432008,0.0,0.0,0.0,2.027197,0.0,0.0,1.612579,0.0,0.0,0.0,0.0,0.0
chr1_100138206_100138591,0.0,0.0,0.0,1.94572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_100169951_100170218,0.0,0.0,0.0,2.056089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_100678369_100678762,0.0,0.0,0.0,2.274396,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
chr1_100703358_100703606,0.0,0.0,0.0,2.274396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_101392986_101393260,0.0,0.0,0.0,2.833692,0.0,1.904466,1.257127,0.0,0.0,0.0,0.0,0.0
chr1_101486133_101486158,0.0,0.0,0.0,2.833692,0.0,4.747684,1.257127,0.0,0.0,0.0,0.0,0.0
chr1_10245595_10245867,0.0,0.0,0.0,2.297697,0.0,0.0,1.481389,0.0,0.0,0.0,0.0,0.0
chr1_10726049_10726261,0.0,0.0,0.0,2.297697,0.0,1.766333,2.000718,0.0,0.0,0.0,0.0,0.0
chr1_10766390_10766837,0.0,0.0,0.0,2.297697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_108132692_108133060,0.0,0.0,0.0,1.195308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_10813352_10813797,0.0,0.0,0.0,2.297697,0.0,2.796135,1.641288,0.0,0.0,0.0,0.0,0.0
chr1_10816030_10816223,0.0,0.0,0.0,2.297697,0.0,2.796135,1.641288,67.0,4.337591,14.274564,0.0,7.895077
chr1_109515208_109515609,0.0,0.0,0.0,3.465718,0.0,0.0,1.255179,0.0,0.0,0.0,0.0,0.0
chr1_109572587_109572654,0.0,0.0,0.0,3.465718,0.0,3.702432,1.255179,0.0,0.0,0.0,0.0,0.0
chr1_110927812_110928210,0.0,0.0,0.0,2.625906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_112013331_112014031,0.0,0.0,0.0,3.61894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_11236551_11236761,0.0,0.0,0.0,4.04443,0.0,0.0,1.516571,0.0,0.0,0.0,0.0,0.0
chr1_113525578_113525919,0.0,0.0,0.0,3.24068,0.0,8.330354,0.0,0.0,0.0,0.0,0.0,0.0
chr1_113675675_113676049,0.0,0.0,0.0,3.544597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_114326143_114326379,0.0,0.0,0.0,2.519432,0.0,5.2035,1.871824,14.0,5.124194,0.0,0.0,8.111338
chr1_115025085_115025405,0.0,0.0,0.0,2.651472,0.0,7.563018,2.282125,0.0,0.0,0.0,0.0,0.0
chr1_117074509_117074935,0.0,0.0,0.0,2.429006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_117129425_117129671,0.0,0.0,0.0,2.429006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_117130518_117130699,0.0,0.0,0.0,2.429006,0.0,0.0,3.500084,0.0,0.0,0.0,0.0,4.590779
chr1_117132073_117132239,0.0,0.0,0.0,2.429006,0.0,0.0,3.84172,63.0,4.611791,0.0,0.0,4.590779
chr1_12046023_12046196,0.0,0.0,0.0,3.484198,0.0,9.50489,1.656151,0.0,0.0,0.0,0.0,0.0
chr1_12050736_12051137,0.0,0.0,0.0,3.484198,0.0,9.50489,1.656151,0.0,0.0,0.0,0.0,0.0
chr1_120525502_120525838,0.0,0.0,0.0,4.205727,0.0,2.925879,1.885197,0.0,3.429837,0.0,0.0,6.634402
chr1_13949833_13950153,0.0,0.0,0.0,2.532578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_14054762_14055166,0.0,0.0,0.0,3.127724,0.0,8.078422,1.628404,0.0,0.0,0.0,0.0,0.0
chr1_145519496_145519624,0.0,0.0,0.0,2.260905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_145526126_145526326,0.0,0.0,0.0,2.260905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.520538
chr1_145640932_145641287,0.0,0.0,0.0,2.058375,0.0,3.040489,0.0,0.0,0.0,0.0,0.0,0.0
chr1_147120817_147121145,0.0,0.0,0.0,2.433949,0.0,0.0,1.238706,0.0,0.0,0.0,0.0,0.0
chr1_150800498_150800843,0.0,0.0,0.0,2.606181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_151871280_151871437,0.0,0.0,0.0,2.76784,0.0,5.065958,0.0,0.0,0.0,2.039455,0.0,4.457052
chr1_15335392_15335732,0.0,0.0,0.0,2.514808,0.0,3.842526,2.004377,0.0,0.0,0.0,0.0,0.0
chr1_153715466_153715694,0.0,0.0,0.0,3.895923,0.0,2.842385,1.909929,0.0,0.0,0.0,0.0,4.465671
chr1_153716388_153716727,0.0,0.0,0.0,3.895923,0.0,2.842385,1.909929,0.0,0.0,0.0,0.0,0.0
chr1_154302207_154302441,0.0,0.0,0.0,3.993308,0.0,0.0,0.0,0.0,12.865706,0.0,0.0,0.0
chr1_154914634_154915296,0.0,0.0,0.0,3.303203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_155283531_155283932,0.0,0.0,0.0,2.5713,0.0,10.297409,3.489859,0.0,0.0,0.0,0.0,2.234082
chr1_155469100_155469412,0.0,0.0,0.0,2.5713,0.0,6.044878,2.132684,0.0,0.0,0.0,0.0,6.790954
chr1_155496665_155497012,0.0,0.0,0.0,2.5713,0.0,6.044878,2.132684,0.0,0.0,0.0,0.0,0.0
chr1_156494222_156494678,0.0,0.0,0.0,4.118869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_158994687_158995148,0.0,0.0,0.0,3.992314,0.0,4.689157,1.989644,0.0,0.0,0.0,0.0,0.0
chr1_159961374_159961617,0.0,0.0,0.0,3.365584,0.0,0.0,2.592909,32.0,9.930514,0.0,12.72813,4.231839
chr1_160202735_160202981,0.0,0.0,0.0,4.00791,0.0,3.253845,2.028886,0.0,0.0,0.0,0.0,0.0
chr1_160316870_160317108,0.0,0.0,0.0,4.434715,0.0,8.787583,0.0,0.0,0.0,0.0,0.0,0.0
chr1_160332348_160332525,0.0,0.0,0.0,4.434715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_160972513_160972848,0.0,0.0,0.0,2.862974,0.0,10.806743,2.109728,0.0,0.0,0.0,0.0,0.0
chr1_161321309_161321798,0.0,0.0,0.0,2.687865,0.0,1.642668,1.999718,0.0,0.0,0.0,0.0,0.0
chr1_16442572_16442804,0.0,0.0,0.0,5.745939,0.0,0.0,4.712748,0.0,0.0,0.0,0.0,5.524132
chr1_167518258_167518508,0.0,0.0,0.0,2.163933,0.0,0.0,0.0,0.0,2.679111,0.0,0.0,0.0
chr1_167954240_167954407,0.0,0.0,0.0,2.476534,0.0,5.072909,1.618647,11.0,2.8895625000000003,0.0,0.0,6.162214
chr1_171714228_171714396,0.0,0.0,0.0,1.99779,0.0,2.457523,0.0,0.0,0.0,0.0,0.0,0.0
chr1_173909740_173909938,0.0,0.0,0.0,2.717551,0.0,0.0,1.323232,0.0,0.0,0.0,0.0,0.0
chr1_173984193_173984403,0.0,0.0,0.0,2.717551,0.0,4.867515,1.323232,0.0,0.0,0.0,0.0,0.0
chr1_174937322_174937525,0.0,0.0,0.0,1.733826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_178157578_178157966,0.0,0.0,0.0,1.605466,0.0,4.701432,0.0,0.0,0.0,0.0,0.0,0.0
chr1_178305054_178305336,0.0,0.0,0.0,1.605466,0.0,4.701432,1.622202,0.0,0.0,0.0,0.0,0.0
chr1_178509347_178509739,0.0,0.0,0.0,1.605466,0.0,0.0,0.0,0.0,8.181522,0.0,0.0,7.945560500000001
chr1_179160106_179160405,0.0,0.0,0.0,1.962808,0.0,5.364533,1.443436,0.0,0.0,0.0,0.0,0.0
