name_E,H3k9ac_E,Smc3_E,H3k27ac_E,H4k20me1_E,H3k4me1_E,H3k79me2_E,Ctcf_E,H3k4me3_E,H3k36me3_E,DNaseI_E,H3k4me2_E,H3k27me3_E
chr1_35294449_35294485,0.0,0.0,0.0,2.017905,3.056925,0.0,0.0,0.0,0.0,0.0,0.0,2.654109
chr1_35389087_35389416,0.0,0.0,0.0,2.118631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.556331
chr1_3581269_3581645,0.0,0.0,0.0,2.055661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.576759
chr1_35891843_35891965,0.0,0.0,0.0,1.839012,8.892436,0.0,0.0,0.0,3.200598,0.0,0.0,0.0
chr1_3594206_3594277,0.0,0.0,0.0,2.055661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.576759
chr1_35953903_35954237,0.0,0.0,0.0,1.839012,0.0,0.0,0.0,0.0,3.200598,0.0,0.0,0.0
chr1_36173458_36173573,0.0,0.0,0.0,1.839012,2.265961,0.0,0.0,9.3149855,0.0,0.1688,7.654946666666667,2.742119
chr1_3620035_3620325,0.0,0.0,0.0,2.055661,0.0,0.0,0.0,0.0,0.0,0.0498,0.0,2.576759
chr1_3634737_3634863,0.0,0.0,0.0,2.055661,0.0,0.0,0.0,0.0,0.0,0.2995,6.966887,2.576759
chr1_36489072_36489418,0.0,0.0,0.0,1.839012,0.0,0.0,0.0,0.0,3.130367,0.0,0.0,0.0
chr1_36592352_36592554,0.0,0.0,0.0,1.839012,5.39589,0.0,0.0,0.0,0.0,0.0356,1.988736,0.0
chr1_36641160_36641451,0.0,0.0,0.0,1.839012,0.0,6.055875,0.0,0.0,2.859615,0.0311,0.0,0.0
chr1_36825493_36825742,0.0,0.0,0.0,1.839012,0.0,0.0,0.0,0.0,3.434614,0.0,0.0,0.0
chr1_36940419_36940497,0.0,0.0,0.0,1.839012,4.389937,0.0,1.688531,0.0,0.0,0.0,0.0,0.0
chr1_36952484_36952865,0.0,0.0,0.0,1.839012,9.171065,0.0,1.688531,0.0,0.0,0.0,4.550853,0.0
chr1_37235311_37235419,0.0,0.0,0.0,1.839012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.286762
chr1_37721552_37721986,0.0,0.0,0.0,1.839012,0.0,0.0,0.0,0.0,0.0,0.0251,0.0,0.0
chr1_37784198_37784531,0.0,0.0,0.0,1.839012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59747
chr1_38134422_38134555,0.0,0.0,0.0,1.839012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.898548
chr1_38287158_38287399,0.0,0.0,0.0,1.839012,0.0,0.0,0.0,0.0,3.689297,0.0,0.0,0.0
chr1_38291277_38291502,0.0,0.0,0.0,1.839012,4.301125,0.0,0.0,0.0,3.689297,0.0,0.0,0.0
chr1_38317043_38317898,0.0,0.0,0.0,1.839012,5.794629,3.002312,0.0,0.0,3.689297,0.0,0.0,0.0
chr1_38495782_38495936,0.0,0.0,0.0,1.839012,3.24599,0.0,0.0,0.0,3.911029,0.063,0.0,0.0
chr1_38591881_38592061,0.0,0.0,0.0,1.839012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.703654
chr1_39193613_39193736,0.0,0.0,0.0,1.666433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.279477
chr1_39547903_39548129,0.0,0.0,0.0,1.922452,4.449168,0.0,0.0,0.0,0.0,0.0249,0.0,5.643057
chr1_39552835_39552967,0.0,0.0,0.0,1.922452,4.449168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_40006104_40006751,0.0,0.0,0.0,1.681681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_40245457_40245674,0.0,0.0,0.0,3.28912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.538424
chr1_40283075_40283206,0.0,0.0,0.0,2.259663,9.103631,0.0,26.728408,0.0,0.0,0.1226,10.350163,1.587154
chr1_40295095_40295414,0.0,0.0,0.0,2.259663,7.204217,0.0,0.0,0.0,3.756073,0.0,0.0,1.587154
chr1_40426190_40426638,0.0,0.0,0.0,1.898949,0.0,0.0,0.0,0.0,0.0,0.0323,0.0,2.812725
chr1_4079242_4079460,0.0,0.0,0.0,2.105146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918666
chr1_41116840_41117088,0.0,0.0,0.0,2.18744,7.846191,0.0,11.308342,10.130045,0.0,0.0387,15.111657,2.040772
chr1_41120137_41120355,0.0,0.0,0.0,2.18744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.040772
chr1_41501440_41501773,0.0,0.0,0.0,2.313126,0.0,0.0,0.0,0.0,4.046227,0.0,0.0,0.0
chr1_41501908_41501999,0.0,0.0,0.0,2.313126,0.0,0.0,0.0,0.0,4.046227,0.0,0.0,0.0
chr1_41564044_41564297,0.0,0.0,0.0,1.68652,0.0,0.0,0.0,0.0,2.166668,0.0,0.0,0.0
chr1_41650800_41651168,0.0,0.0,0.0,1.670406,0.0,1.54162,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_41762082_41762223,0.0,0.0,0.0,2.071074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_41825927_41826139,0.0,0.0,0.0,2.294876,2.481943,0.0,0.0,5.901762,0.0,0.9103,8.421711,1.923078
chr1_41831444_41831806,0.0,0.0,0.0,2.294876,0.0,0.0,0.0,0.0,0.0,0.0294,0.0,1.923078
chr1_41885108_41885337,0.0,0.0,0.0,2.294876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_41914594_41914877,0.0,0.0,0.0,2.194841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_41915297_41915638,0.0,0.0,0.0,2.194841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_41952015_41952273,0.0,0.0,0.0,2.194841,2.611365,0.0,0.0,0.0,0.0,0.0271,0.0,4.49667
chr1_41994633_41994922,0.0,0.0,0.0,2.194841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_42073844_42074019,0.0,0.0,0.0,2.074786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_42081979_42082196,0.0,0.0,0.0,2.074786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_42127851_42128791,0.0,0.0,0.0,2.074786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_42141163_42141343,0.0,0.0,0.0,2.074786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_42149945_42149960,0.0,0.0,0.0,2.074786,7.956494,0.0,0.0,0.0,0.0,0.0401,9.446095,1.923078
chr1_42192975_42193489,0.0,0.0,0.0,2.074786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_42204198_42204327,0.0,0.0,0.0,2.074786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_42204580_42205516,0.0,0.0,0.0,2.074786,0.0,0.0,0.0,0.0,0.0,0.0254,0.0,1.923078
chr1_42206832_42207209,0.0,0.0,0.0,2.074786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_42217644_42218002,0.0,0.0,0.0,2.074786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_42230379_42230587,0.0,0.0,0.0,1.858621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_42230841_42231100,0.0,0.0,0.0,1.858621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_42234207_42234564,0.0,0.0,0.0,1.858621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_42248889_42249252,0.0,0.0,0.0,1.858621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_42268599_42269123,0.0,0.0,0.0,1.858621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_42272535_42272820,0.0,0.0,0.0,1.858621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_42275404_42275646,0.0,0.0,0.0,1.858621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_42277077_42277342,0.0,0.0,0.0,1.858621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_42328578_42328878,0.0,0.0,0.0,1.858621,3.778927,0.0,0.0,0.0,0.0,0.0429,0.0,1.923078
chr1_42354251_42354647,0.0,0.0,0.0,1.858621,3.275029,0.0,0.0,0.0,0.0,0.0,1.891705,1.923078
chr1_42363874_42364167,0.0,0.0,0.0,1.858621,4.7766975,0.0,0.0,0.0,0.0,0.0821,5.267695,1.923078
chr1_42512214_42512486,0.0,0.0,0.0,1.53051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.923078
chr1_42774668_42774801,0.0,0.0,0.0,2.727777,2.610295,5.44905,0.0,0.0,2.654684,0.0,0.0,0.0
chr1_43250353_43250859,0.0,0.0,0.0,1.881671,0.0,0.0,0.0,0.0,5.281834,0.0,0.0,0.0
chr1_43760174_43760222,0.0,0.0,0.0,1.913302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.993026
chr1_43761236_43761355,0.0,0.0,0.0,1.913302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.993026
chr1_43839359_43839523,0.0,0.0,0.0,2.320168,5.1959385000000005,0.0,0.0,0.0,3.45703,0.0,0.0,0.0
chr1_43997843_43998152,0.0,0.0,0.0,2.851654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.110292
chr1_44176533_44177122,0.0,0.0,0.0,2.163142,4.01262,7.473939,0.0,0.0,2.102508,0.0,0.0,0.0
chr1_44354357_44354471,0.0,0.0,0.0,1.990215,3.041453,0.0,0.0,0.0,2.102508,0.0,0.0,0.0
chr1_44378405_44378587,0.0,0.0,0.0,1.990215,0.0,0.0,0.0,0.0,2.102508,0.0,0.0,0.0
chr1_44380893_44381202,0.0,0.0,0.0,1.990215,3.039446,0.0,0.0,0.0,2.102508,0.0,0.0,0.0
chr1_44419838_44419961,0.0,0.0,0.0,1.990215,3.476052,3.659864,6.544884,0.0,2.102508,0.0,0.0,0.0
chr1_44428103_44428423,0.0,0.0,0.0,1.990215,3.476052,0.0,0.0,0.0,2.102508,0.0,0.0,0.0
chr1_44452990_44453115,0.0,0.0,0.0,1.990215,3.8200195,0.0,0.0,0.0,2.102508,0.0,0.0,0.0
chr1_44941668_44941887,0.0,0.0,0.0,2.146623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.556942
chr1_44973431_44973656,0.0,0.0,0.0,2.146623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.556942
chr1_44984751_44985020,0.0,0.0,0.0,2.146623,8.527794,0.0,0.0,0.0,0.0,0.0,0.0,3.556942
chr1_45057924_45058133,0.0,0.0,0.0,2.146623,0.0,0.0,4.031477,0.0,0.0,0.0,0.0,3.79015
chr1_45670767_45670868,0.0,0.0,0.0,1.422715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.239576
chr1_46111666_46112048,0.0,0.0,0.0,2.835444,0.0,10.960461,0.0,0.0,4.141315,0.0,0.0,0.0
chr1_46632893_46633236,0.0,0.0,0.0,1.786233,0.0,0.0,0.0,0.0,0.0,0.025,0.0,1.697106
chr1_46637172_46637331,0.0,0.0,0.0,1.786233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.697106
chr1_46999025_46999241,0.0,0.0,0.0,1.810526,0.0,0.0,15.802955,0.0,0.0,0.0,0.0,1.850785
chr1_47910443_47910471,0.0,0.0,0.0,1.758228,0.0,0.0,0.0,0.0,0.0,0.0342,0.0,1.983146
chr1_48224075_48224507,0.0,0.0,0.0,1.758228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.983146
chr1_48484635_48484856,0.0,0.0,0.0,1.758228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.983146
chr1_48515615_48515747,0.0,0.0,0.0,1.758228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.983146
chr1_48539473_48539610,0.0,0.0,0.0,1.758228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.983146
chr1_48539948_48540140,0.0,0.0,0.0,1.758228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.983146
chr1_51245588_51245972,0.0,0.0,0.0,1.882631,0.0,5.873773,0.0,0.0,2.292959,0.0,0.0,0.0
chr1_51312022_51312165,0.0,0.0,0.0,1.712201,0.0,5.873773,0.0,0.0,2.292959,0.0,0.0,0.0
chr1_52110368_52110491,0.0,0.0,0.0,2.127457,0.0,5.005864,0.0,0.0,2.347277,0.0,0.0,0.0
chr1_52132018_52132585,0.0,0.0,0.0,2.127457,6.3010635,5.005864,0.0,0.0,2.347277,0.0,0.0,0.0
chr1_52173889_52173954,0.0,0.0,0.0,2.127457,0.0,5.005864,0.0,0.0,4.343997,0.0,0.0,0.0
chr1_53588397_53588520,0.0,0.0,0.0,1.987486,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,2.759405
chr1_53589395_53589613,0.0,0.0,0.0,1.987486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.759405
chr1_53856073_53856161,0.0,0.0,0.0,2.300389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.969653
chr1_53875866_53875973,0.0,0.0,0.0,2.300389,0.0,0.0,4.375629,0.0,0.0,0.0276,0.0,2.969653
chr1_54586706_54586840,0.0,0.0,0.0,1.729967,6.170549,0.0,2.589134,8.171453,0.0,0.2885,22.520666,2.006625
chr1_54695028_54695502,0.0,0.0,0.0,3.724336,8.803923,0.0,0.0,0.0,3.370738,0.0352,0.0,0.0
chr1_54713635_54713793,0.0,0.0,0.0,3.724336,3.014255,0.0,0.0,0.0,3.370738,0.0,0.0,0.0
chr1_54715450_54715803,0.0,0.0,0.0,3.724336,0.0,0.0,0.0,0.0,3.370738,0.0349,0.0,0.0
chr1_54778588_54778715,0.0,0.0,0.0,3.724336,4.879428,5.255009,0.0,0.0,3.370738,0.0275,0.0,0.0
chr1_54941159_54941412,0.0,0.0,0.0,1.624057,4.652447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_55445592_55445683,0.0,0.0,0.0,1.746466,0.0,0.0,1.675069,0.0,0.0,0.0,0.0,2.36451
chr1_57746875_57747249,0.0,0.0,0.0,1.51917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.156501
chr1_59392782_59392938,0.0,0.0,0.0,1.784084,5.949827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_59394323_59394565,0.0,0.0,0.0,1.784084,5.949827,0.0,0.0,0.0,0.0,0.0453,0.0,0.0
chr1_59395500_59395772,0.0,0.0,0.0,1.784084,5.949827,0.0,0.0,0.0,0.0,0.0774,4.79544,0.0
chr1_59397559_59397706,0.0,0.0,0.0,1.784084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_59509588_59509786,0.0,0.0,0.0,10.103621,7.125419,0.0,0.0,0.0,0.0,0.0441,10.754016,0.0
chr1_5957166_5957512,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,2.277004,0.0,0.0,0.0
chr1_6088225_6088518,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_61768031_61768305,0.0,0.0,0.0,1.131287,0.0,4.739517,0.0,0.0,1.865215,0.0,0.0,0.0
chr1_6221566_6221669,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.1493,0.0,2.859793
chr1_6230950_6231173,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.859793
chr1_6321567_6321961,0.0,0.0,0.0,1.988155,1.763558,0.0,0.0,10.974215,0.0,0.3018,6.167744,1.995316
chr1_6336471_6336830,0.0,0.0,0.0,1.988155,6.374942,0.0,0.0,0.0,0.0,0.102,10.106183,0.0
chr1_6341896_6342142,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_63488706_63488724,0.0,0.0,0.0,1.137874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_6350184_6350543,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_6351007_6351537,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_6354110_6354322,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_6359789_6360186,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,1.867723,0.0,0.0,0.0
chr1_6360191_6360625,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,1.867723,0.0,0.0,0.0
chr1_6362597_6362955,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,1.867723,0.0,0.0,0.0
chr1_6373523_6373899,0.0,0.0,0.0,1.988155,7.725171,0.0,0.0,0.0,1.843542,0.0405,8.368442,0.0
chr1_64127998_64128504,0.0,0.0,0.0,1.122232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.825903
chr1_64197270_64197475,0.0,0.0,0.0,1.122232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_65387772_65388547,0.0,0.0,0.0,1.449813,4.645649,3.79963,0.0,0.0,0.0,0.0,0.0,0.0
chr1_65398951_65399446,0.0,0.0,0.0,1.449813,7.365165,3.79963,0.0,0.0,0.0,0.0,0.0,0.0
chr1_6566323_6566594,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0277,0.0,3.390812
chr1_6943772_6944262,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_70691921_70692281,0.0,0.0,0.0,2.171809,4.21067,8.632655,0.0,0.0,2.539493,0.0,0.0,0.0
chr1_70709017_70709466,0.0,0.0,0.0,1.809297,0.0,8.632655,0.0,0.0,2.539493,0.0,0.0,0.0
chr1_7289758_7290075,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_7313313_7313451,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_7327634_7328033,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_7359415_7359679,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_7461964_7462325,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_7531062_7531540,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0246,0.0,2.106785
chr1_7538871_7539273,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_7551468_7551846,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_7558449_7558725,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_76080988_76081082,0.0,0.0,0.0,4.175792,4.997759,0.0,14.761639,5.109349,0.0,0.0824,7.169804,6.9423715
chr1_7609389_7609632,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_7709088_7709360,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.025,0.0,2.106785
chr1_7728673_7728970,0.0,0.0,0.0,1.988155,0.0,0.0,19.506145,0.0,0.0,0.184,0.0,2.106785
chr1_7742006_7742141,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_7764543_7764931,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.5059,4.708026,2.106785
chr1_78026939_78027232,0.0,0.0,0.0,1.788468,0.0,0.0,0.0,0.0,2.345942,0.0,0.0,0.0
chr1_7950902_7950918,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_8070132_8070398,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_8107848_8108157,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_8121436_8121582,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_8143203_8143348,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_8154517_8154933,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.005988666666667
chr1_8156648_8157003,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_8157417_8157780,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_8173446_8173525,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_8187209_8187385,0.0,0.0,0.0,1.988155,9.337057,0.0,0.0,0.0,0.0,0.0,4.517108,2.106785
chr1_8187563_8187834,0.0,0.0,0.0,1.988155,9.841763,0.0,0.0,0.0,0.0,0.0,4.517108,2.106785
chr1_8194345_8194402,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_8198088_8198334,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_8214748_8215059,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1752365000000005
chr1_8215795_8215905,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_8230370_8230423,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_8254637_8254907,0.0,0.0,0.0,1.988155,5.1583065,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_8262223_8262541,0.0,0.0,0.0,1.988155,4.6145305,0.0,0.0,0.0,0.0,0.0603,10.732846,2.106785
chr1_8263853_8264184,0.0,0.0,0.0,1.988155,4.6145305,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_8264458_8264788,0.0,0.0,0.0,1.988155,3.766759,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_8319137_8319616,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_8343223_8343590,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106785
chr1_8487656_8487917,0.0,0.0,0.0,1.988155,6.5437905,2.130037,0.0,0.0,2.179717,0.0,0.0,2.106785
chr1_8488165_8488317,0.0,0.0,0.0,1.988155,3.331128,2.130037,0.0,0.0,2.179717,0.0,0.0,2.106785
chr1_8571636_8571856,0.0,0.0,0.0,1.988155,0.0,4.058407,0.0,0.0,2.179717,0.0,0.0,0.0
chr1_858256_858648,0.0,0.0,0.0,3.317241,2.578462,0.0,6.293283499999999,0.0,0.0,0.12125,4.68985,4.240943
chr1_85991291_85991622,0.0,0.0,0.0,1.785077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.855505
chr1_87668655_87668791,0.0,0.0,0.0,1.773084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.219528
chr1_89339924_89340210,0.0,0.0,0.0,1.767904,0.0,3.915475,0.0,0.0,2.240625,0.0,0.0,0.0
chr1_8964053_8964236,0.0,0.0,0.0,1.988155,4.6339795,0.0,0.0,0.0,2.179717,0.0,0.0,2.604655
chr1_8981771_8982005,0.0,0.0,0.0,1.988155,2.880007,0.0,0.0,0.0,2.179717,0.0,4.796053,2.604655
chr1_8983094_8983258,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,2.179717,0.0,0.0,2.604655
chr1_8985051_8985236,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,2.179717,0.0,0.0,2.604655
chr1_8986021_8986139,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,2.179717,0.0,0.0,2.604655
chr1_8986862_8987075,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,2.179717,0.0,0.0,2.604655
chr1_8987338_8987631,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,2.179717,0.0,0.0,2.604655
chr1_90069191_90069532,0.0,0.0,0.0,1.638017,0.0,7.180949,0.0,0.0,3.442975,0.0,0.0,0.0
chr1_90077145_90077551,0.0,0.0,0.0,1.638017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1_90101821_90102213,0.0,0.0,0.0,1.735696,0.0,2.007985,0.0,0.0,0.0,0.0,0.0,0.0
chr1_90135818_90136060,0.0,0.0,0.0,1.73574,1.984216,2.007985,0.0,0.0,0.0,0.0,0.0,0.0
chr1_90137741_90138074,0.0,0.0,0.0,1.73574,1.984216,2.007985,0.0,0.0,0.0,0.0,0.0,0.0
chr1_9030064_9030418,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,2.179717,0.0,0.0,2.604655
chr1_90309838_90310280,0.0,0.0,0.0,2.176806,4.788811,5.675793,0.0,2.125161,3.496972,0.0,0.0,0.0
chr1_9111078_9111104,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.604655
chr1_9127395_9127559,0.0,0.0,0.0,1.988155,0.0,0.0,9.317297,0.0,0.0,0.0282,0.0,2.604655
chr1_9179840_9180024,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.604655
chr1_918449_918555,0.0,0.0,0.0,2.142703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0087215
chr1_9195486_9195787,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.604655
chr1_9222919_9223181,0.0,0.0,0.0,1.988155,5.690423,0.0,0.0,0.0,0.0,0.0,0.0,5.855691
chr1_9223907_9224260,0.0,0.0,0.0,1.988155,5.690423,0.0,0.0,4.130276,0.0,0.0806,4.797788,2.604655
chr1_9271499_9271772,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0268,0.0,2.604655
chr1_9291783_9292106,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.604655
chr1_9298798_9298942,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.604655
chr1_9335683_9335930,0.0,0.0,0.0,1.988155,10.512417,0.0,0.0,0.0,0.0,0.1598,0.0,7.1248965
chr1_9399032_9399161,0.0,0.0,0.0,1.988155,0.0,0.0,0.0,0.0,0.0,0.0246,0.0,2.604655
chr1_94158601_94159338,0.0,0.0,0.0,1.835342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.929921
chr1_94161111_94161471,0.0,0.0,0.0,1.835342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.929921
chr1_94167175_94167520,0.0,0.0,0.0,1.835342,4.233688,0.0,0.0,0.0,0.0,0.0279,0.0,1.929921
chr1_94169341_94169462,0.0,0.0,0.0,1.835342,4.233688,0.0,0.0,0.0,0.0,0.0574,0.0,1.929921
chr1_94169670_94169961,0.0,0.0,0.0,1.835342,4.233688,0.0,0.0,0.0,0.0,0.0,0.0,1.929921
chr1_94234014_94234407,0.0,0.0,0.0,1.697343,8.9992535,0.0,0.0,0.0,0.0,0.0416,0.0,1.929921
